(-7436.40978889, 9965.22999947, 1893.81356549)
(-7436.35926402, 9965.23009843, 1893.81406225)
(-7436.29112137, 9965.23020334, 1893.81356523)
(-7436.23288696, 9965.23027775, 1893.81356409)
(-7436.16349907, 9965.23037708, 1893.81356381)
(-7436.10071852, 9965.23046124, 1893.81356407)
(-7436.02595953, 9965.23052498, 1893.81356402)
(-7435.96215777, 9965.234893, 1893.81356387)
(-7435.89991424, 9965.24046876, 1893.81356399)
(-7435.82617878, 9965.24586471, 1893.81356396)
(-7435.76222712, 9965.25649957, 1893.81356396)
(-7435.69030035, 9965.28312599, 1893.81356406)
(-7435.63233542, 9965.30152303, 1893.81356392)
(-7435.56802276, 9965.31841303, 1893.81356397)
(-7435.50231551, 9965.33664649, 1893.81356398)
(-7435.44659459, 9965.35209916, 1893.81356398)
(-7435.38154913, 9965.37252074, 1893.81356398)
(-7435.30828976, 9965.39576018, 1893.81356397)
(-7435.25113019, 9965.41363028, 1893.81356398)
(-7435.1860675, 9965.43386293, 1893.81356398)
(-7435.13287623, 9965.4505476, 1893.81356398)
(-7435.06314461, 9965.47245444, 1893.81356397)
(-7435.00452932, 9965.49118066, 1893.81356398)
(-7434.93489978, 9965.51340584, 1893.81356398)
(-7434.8754356, 9965.53222619, 1893.81356398)
(-7434.8084576, 9965.55332781, 1893.81356398)
(-7434.75441838, 9965.57014965, 1893.81356398)
(-7434.67669227, 9965.59425849, 1893.81356397)
(-7434.60455328, 9965.61680636, 1893.81356398)
(-7434.51944483, 9965.64352243, 1893.81356398)
(-7434.45244406, 9965.66451647, 1893.81356398)
(-7434.36891618, 9965.69076171, 1893.81356398)
(-7434.30262714, 9965.71130896, 1893.81356398)
(-7434.2189617, 9965.73717069, 1893.81356399)
(-7434.16270384, 9965.75515937, 1893.81356398)
(-7434.06831803, 9965.78537906, 1893.81356397)
(-7433.99779254, 9965.80759913, 1893.81356398)
(-7433.91537467, 9965.8333203, 1893.81356398)
(-7433.85300904, 9965.85257834, 1893.81356399)
(-7433.77683584, 9965.8761049, 1893.81356398)
(-7433.7184869, 9965.89429993, 1893.81356398)
(-7433.64834338, 9965.9162794, 1893.81356395)
(-7433.59090057, 9965.93459328, 1893.81356397)
(-7433.5303187, 9965.95392878, 1893.81356398)
(-7433.4583184, 9965.97688684, 1893.81356399)
(-7433.39516007, 9965.99632677, 1893.81356399)
(-7433.31855549, 9966.01988524, 1893.81356399)
(-7433.25745758, 9966.03896857, 1893.81356398)
(-7433.19049252, 9966.06004592, 1893.81356398)
(-7433.13649083, 9966.07694588, 1893.81356398)
