(4465.1200002, -9082.03000054, 1705.77425828)
(4465.18809483, -9082.03005676, 1705.77436451)
(4465.28144425, -9082.0301399, 1705.77425713)
(4465.34876438, -9082.03020119, 1705.77425762)
(4465.42269536, -9082.03026595, 1705.77425739)
(4465.48423571, -9082.03031828, 1705.77425734)
(4465.55816662, -9082.0303788, 1705.77425735)
(4465.65067894, -9082.03035334, 1705.77425734)
(4465.7200671, -9082.030372, 1705.77425734)
(4465.7985411, -9082.03038758, 1705.77425734)
(4465.86049476, -9082.03040295, 1705.77425734)
(4465.93112114, -9082.03041217, 1705.77425734)
(4466.00092236, -9082.03042687, 1705.77425734)
(4466.09137369, -9082.03043186, 1705.77425734)
(4466.15580568, -9082.03044122, 1705.77425734)
(4466.22932319, -9082.03044256, 1705.77425734)
(4466.29499431, -9082.03044947, 1705.77425734)
(4466.36727279, -9082.03045069, 1705.77425734)
(4466.45276423, -9082.03035229, 1705.77425734)
(4466.50687081, -9082.03032965, 1705.77425734)
(4466.58245398, -9082.03029876, 1705.77425734)
(4466.64895097, -9082.03027292, 1705.77425734)
(4466.7398162, -9082.0302394, 1705.77425734)
(4466.80713913, -9082.03021517, 1705.77425734)
(4466.88520071, -9082.03018913, 1705.77425734)
(4466.94798015, -9082.03016792, 1705.77425734)
(4467.0202597, -9082.03014921, 1705.77425733)
(4467.10534254, -9082.03012733, 1705.77425734)
(4467.19620798, -9082.03011019, 1705.77425734)
(4467.26683485, -9082.03009346, 1705.77425734)
(4467.32465913, -9082.03009748, 1705.77425734)
(4467.3948786, -9082.03018344, 1705.77425734)
(4467.47211303, -9082.03021029, 1705.77425734)
(4467.55223962, -9082.0302378, 1705.77425734)
(4467.63690912, -9082.03026478, 1705.77425734)
(4467.6992756, -9082.03028388, 1705.77425734)
(4467.76040297, -9082.03030208, 1705.77425734)
(4467.84589863, -9082.03032608, 1705.77425734)
(4467.92065581, -9082.03034697, 1705.77425734)
(4468.01317283, -9082.03037041, 1705.77425734)
(4468.09577758, -9082.03039194, 1705.77425734)
(4468.18581619, -9082.03040847, 1705.77425734)
(4468.25726934, -9082.0304242, 1705.77425734)
(4468.32170022, -9082.0304256, 1705.77425734)
(4468.38241501, -9082.03043502, 1705.77425734)
(4468.46460618, -9082.03044164, 1705.77425734)
(4468.54349373, -9082.03045005, 1705.77425734)
(4468.61535956, -9082.03045533, 1705.77425734)
(4468.68102636, -9082.03038629, 1705.77425734)
(4468.75124103, -9082.03036358, 1705.77425734)
(4468.84582328, -9082.03033494, 1705.77425734)
