(-2080.04003906, -7919.91992188, 1544.60784314)
(-2080.0, -7919.91992188, 1544.60784314)
(-2079.95996094, -7919.91992188, 1544.60784314)
(-2079.91992188, -7919.91992188, 1544.60784314)
(-2079.87988281, -7919.91992188, 1544.60784314)
(-2079.83984375, -7919.91992188, 1544.60784314)
(-2079.79980469, -7919.91992188, 1544.60784314)
(-2079.75976562, -7919.91992188, 1544.60784314)
(-2079.71972656, -7919.91992188, 1544.60784314)
(-2079.6796875, -7919.91992188, 1544.60784314)
(-2079.63964844, -7919.91992188, 1544.60784314)
(-2079.59960938, -7919.91992188, 1544.60784314)
(-2079.55957031, -7919.91992188, 1544.60784314)
(-2079.51953125, -7919.91992188, 1544.60784314)
(-2079.47949219, -7919.91992188, 1544.60784314)
(-2079.43945312, -7919.91992188, 1544.60784314)
(-2079.39941406, -7919.91992188, 1544.60784314)
(-2079.359375, -7919.91992188, 1544.60784314)
(-2079.31933594, -7919.91992188, 1544.60784314)
(-2079.27929688, -7919.91992188, 1544.60784314)
(-2079.23925781, -7919.91992188, 1544.60784314)
(-2079.19921875, -7919.91992188, 1544.60784314)
(-2079.15917969, -7919.91992188, 1544.60784314)
(-2079.11914062, -7919.91992188, 1544.60784314)
(-2079.07910156, -7919.91992188, 1544.60784314)
(-2079.0390625, -7919.91992188, 1544.60784314)
(-2078.99902344, -7919.91992188, 1544.60784314)
(-2078.95898438, -7919.91992188, 1544.60784314)
(-2078.91894531, -7919.91992188, 1544.60784314)
(-2078.87890625, -7919.91992188, 1544.60784314)
(-2078.83886719, -7919.91992188, 1544.60784314)
(-2078.79882812, -7919.91992188, 1544.60784314)
(-2078.75878906, -7919.91992188, 1544.60784314)
(-2078.71875, -7919.91992188, 1544.60784314)
(-2078.67871094, -7919.91992188, 1544.60784314)
(-2078.63867188, -7919.91992188, 1544.60784314)
(-2078.59863281, -7919.91992188, 1544.60784314)
(-2078.55859375, -7919.91796875, 1544.60784314)
(-2078.51879883, -7919.9140625, 1544.60784314)
(-2078.47924805, -7919.90820312, 1544.60784314)
(-2078.43994141, -7919.90039062, 1544.60784314)
(-2078.40112305, -7919.890625, 1544.60784314)
(-2078.36279297, -7919.87890625, 1544.60784314)
(-2078.32519531, -7919.86523438, 1544.60784314)
(-2078.28833008, -7919.84960938, 1544.60784314)
(-2078.25244141, -7919.83203125, 1544.60784314)
(-2078.2175293, -7919.8125, 1544.60784314)
(-2078.18359375, -7919.79101562, 1544.60784314)
(-2078.15087891, -7919.76806641, 1544.60784314)
(-2078.11938477, -7919.74365234, 1544.60784314)
(-2078.08911133, -7919.71728516, 1544.60784314)
(-2078.06030273, -7919.68945312, 1544.60784314)
(-2078.03149414, -7919.66162109, 1544.60784314)
(-2078.00268555, -7919.63378906, 1544.60784314)
(-2077.97387695, -7919.60595703, 1544.60784314)
(-2077.94506836, -7919.578125, 1544.60784314)
(-2077.91625977, -7919.55029297, 1544.60784314)
(-2077.88745117, -7919.52246094, 1544.60784314)
(-2077.85864258, -7919.49462891, 1544.60784314)
(-2077.82983398, -7919.46679688, 1544.60784314)
(-2077.80102539, -7919.43896484, 1544.60784314)
