(-4.92003059387, -2.00000143051, 0)
(-4.84003067017, -2.00000143051, 0)
(-4.76003074646, -2.00000143051, 0)
(-4.68003082275, -2.00000143051, 0)
(-4.60003089905, -2.00000143051, 0)
(-4.52003097534, -2.00000143051, 0)
(-4.44003105164, -2.00000143051, 0)
(-4.36003112793, -2.00000143051, 0)
(-4.28003120422, -2.00000143051, 0)
(-4.20003128052, -2.00000143051, 0)
(-4.12003135681, -2.00000143051, 0)
(-4.04003143311, -2.00000143051, 0)
(-3.9600315094, -2.00000143051, 0)
(-3.88003158569, -2.00000143051, 0)
(-3.80003166199, -2.00000143051, 0)
(-3.72003173828, -2.00000143051, 0)
(-3.64003181458, -2.00000143051, 0)
(-3.56003189087, -2.00000143051, 0)
(-3.48003196716, -2.00000143051, 0)
(-3.40003204346, -2.00000143051, 0)
(-3.32003211975, -2.00000143051, 0)
(-3.24003219604, -2.00000143051, 0)
(-3.16003227234, -2.00000143051, 0)
(-3.08003234863, -2.00000143051, 0)
(-3.00003242493, -2.00000143051, 0)
(-2.92003250122, -2.00000143051, 0)
(-2.84003257751, -2.00000143051, 0)
(-2.76065993309, -2.00091314316, 0)
(-2.68337321281, -2.00474405289, 0)
(-2.60896873474, -2.01237797737, 0)
(-2.53767085075, -2.02376794815, 0)
(-2.46713137627, -2.0400261879, 0)
(-2.39637589455, -2.06081271172, 0)
(-2.32527399063, -2.08504009247, 0)
(-2.25413799286, -2.11176967621, 0)
(-2.18323659897, -2.1404812336, 0)
(-2.11233997345, -2.17046713829, 0)
(-2.0405061245, -2.19998955727, 0)
(-1.96724569798, -2.22720360756, 0)
(-1.89500725269, -2.25401043892, 0)
(-1.8229777813, -2.28094744682, 0)
(-1.75102543831, -2.30805802345, 0)
(-1.676197052, -2.33167648315, 0)
(-1.60300636292, -2.35437130928, 0)
(-1.52730238438, -2.37355160713, 0)
(-1.44902467728, -2.38620686531, 0)
(-1.36914813519, -2.39064979553, 0)
(-1.28922939301, -2.38704419136, 0)
(-1.20937943459, -2.38214659691, 0)
(-1.12942898273, -2.37933111191, 0)
(-1.04948604107, -2.37630987167, 0)
(-0.969665229321, -2.3816614151, 0)
(-0.890841066837, -2.39532709122, 0)
(-0.813877165318, -2.41715717316, 0)
(-0.739616692066, -2.44691252708, 0)
(-0.668873310089, -2.4842672348, 0)
(-0.602422118187, -2.52881193161, 0)
(-0.540991067886, -2.58005857468, 0)
(-0.485253244638, -2.63744592667, 0)
(-0.435819417238, -2.70034503937, 0)
(-0.393231153488, -2.76806688309, 0)
(-0.34379735589, -2.83096599579, 0)
(-0.30120909214, -2.89868783951, 0)
(-0.251775294542, -2.96158695221, 0)
(-0.1960375458, -3.0189743042, 0)
(-0.146603763103, -3.0818734169, 0)
(-0.090866021812, -3.13926076889, 0)
(-0.0414322428405, -3.20215988159, 0)
(0.0143054910004, -3.25954723358, 0)
(0.0637392699718, -3.32244634628, 0)
(0.119477003813, -3.37983369827, 0)
(0.180907994509, -3.43108057976, 0)
(0.236645668745, -3.48846793175, 0)
(0.298076629639, -3.53971481323, 0)
(0.353814274073, -3.59710216522, 0)
(0.415245234966, -3.64834904671, 0)
(0.4709828794, -3.7057363987, 0)
(0.532413840294, -3.75698328018, 0)
(0.598865032196, -3.80152821541, 0)
(0.660295903683, -3.85277509689, 0)
(0.72674703598, -3.89732003212, 0)
(0.788177907467, -3.9485669136, 0)
(0.854629039764, -3.99311184883, 0)
(0.916059911251, -4.04435873032, 0)
(0.982511043549, -4.08890342712, 0)
(1.05325448513, -4.12625789642, 0)
(1.12751507759, -4.15601301193, 0)
(1.20447909832, -4.17784261703, 0)
(1.28330338001, -4.19150781631, 0)
(1.36312425137, -4.1968588829, 0)
