(-4.49990322832, 2.19990196697, -0.010041812213)
(-4.44535224611, 2.15547016964, -0.0098164431964)
(-4.35444233463, 2.08338385706, -0.0100443481857)
(-4.26759023128, 2.01408448486, -0.0100444625449)
(-4.16670545184, 1.93325733131, -0.0100444443566)
(-4.08803995502, 1.8510464107, -0.0100384270279)
(-4.05337925184, 1.79024728016, -0.0100058517794)
(-4.01822713881, 1.71516021008, -0.0100385924093)
(-3.99679195147, 1.65212336358, -0.010043047725)
(-3.97386010031, 1.56573179808, -0.0100432207966)
(-3.95972224234, 1.50007534465, -0.0100397316494)
(-3.94200982422, 1.40809281045, -0.0100443573916)
(-3.92618675443, 1.34250161073, -0.0100443367349)
(-3.9067500497, 1.26602287316, -0.0100444019676)
(-3.88782254421, 1.20262620669, -0.0100444266225)
(-3.86686847868, 1.13215015933, -0.0100444190797)
(-3.84483806144, 1.06202162585, -0.0100444219227)
(-3.82484132349, 1.00205900579, -0.0100444189962)
(-3.79804477552, 0.920826840514, -0.010044457169)
(-3.77544755802, 0.861317174115, -0.0100444655391)
(-3.7479348291, 0.790435867838, -0.0100443054391)
(-3.72157587324, 0.730511099552, -0.0100443994216)
(-3.687630659, 0.654168052491, -0.0100444696178)
(-3.65665482159, 0.591341590265, -0.0100443897586)
(-3.6122100675, 0.504322081663, -0.0100444168795)
(-3.57471033827, 0.436881597852, -0.0100444142435)
(-3.52723181756, 0.354824989952, -0.010044412494)
(-3.49303678039, 0.303287850352, -0.010044323414)
(-3.44434157025, 0.237981267239, -0.010044616223)
(-3.40395579163, 0.18494727721, -0.010044349796)
(-3.34568311131, 0.109755326897, -0.0100445022925)
(-3.30241484447, 0.058206041794, -0.01004448685)
(-3.24483489962, -0.00606339427542, -0.0100443722412)
(-3.19443617551, -0.0581189802987, -0.0100444147754)
(-3.13424224818, -0.115831197555, -0.0100444006)
(-3.07961638309, -0.163328303829, -0.0100444244636)
(-3.01009730583, -0.217473099583, -0.0100444150294)
(-2.94746161414, -0.260549722348, -0.0100444239138)
(-2.86236973315, -0.312229022375, -0.0100444621567)
(-2.80558560151, -0.342662868285, -0.0100444191072)
(-2.71618998675, -0.386093335286, -0.0100442359333)
(-2.65858120575, -0.416401643455, -0.0100443608834)
(-2.57175067033, -0.464036085585, -0.0100444269976)
(-2.50473576086, -0.512099103795, -0.0100443049587)
(-2.45076294472, -0.571993300361, -0.0100185414462)
(-2.41547308168, -0.628274002422, -0.00985087264899)
(-2.38225245014, -0.710741793755, -0.00998794694678)
(-2.35987204754, -0.773634634567, -0.010044070103)
(-2.33252623465, -0.852980770464, -0.0100443010645)
(-2.30855285215, -0.908944060027, -0.0100444584905)
(-2.26955472766, -0.988658684796, -0.0100443672476)
(-2.24302927758, -1.04517958408, -0.0100444076947)
(-2.20784729269, -1.1208006739, -0.0100444280489)
(-2.16970766861, -1.19652456696, -0.0100444245268)
(-2.14436297556, -1.24488746586, -0.010044403434)
(-2.09952424639, -1.32879090818, -0.0100444175726)
(-2.05575696112, -1.40893396573, -0.010044433147)
(-2.00957086672, -1.48881456039, -0.0100444151778)
(-1.96929381403, -1.55493102722, -0.0100444085489)
(-1.92299959524, -1.62895309893, -0.0100444141212)
(-1.87989369628, -1.68744741141, -0.0100445903261)
(-1.81473061365, -1.76066783219, -0.0100441025485)
(-1.76054318844, -1.81111585748, -0.0100441403739)
(-1.69207869728, -1.85984112967, -0.0100330713042)
(-1.61619719329, -1.90124746633, -0.0099968627795)
(-1.54100422621, -1.92925680517, -0.0100459908791)
(-1.43795736669, -1.95906183058, -0.0100057160429)
(-1.37882922465, -1.96907780376, -0.0100098702591)
(-1.27135314945, -1.97884626976, -0.0100386505564)
(-1.20186278053, -1.98771942723, -0.0100441803893)
(-1.10639950838, -2.00518812426, -0.010044251161)
(-1.00567505146, -2.01275549199, -0.0100444656995)
(-0.936662809505, -2.0185447986, -0.0100444427344)
(-0.838013533578, -2.02840577559, -0.0100444175277)
(-0.76362530102, -2.03564131944, -0.0100444218357)
(-0.656342256916, -2.04595835856, -0.0100444196546)
(-0.595498725157, -2.0516023136, -0.0100444339433)
(-0.505045390485, -2.05993991899, -0.0100444096678)
(-0.442128664966, -2.06584226794, -0.010044419791)
(-0.362352669319, -2.07332923259, -0.0100444197262)
(-0.282165702121, -2.08085207868, -0.0100444205379)
(-0.217193413864, -2.08694227481, -0.0100444210372)
(-0.127958964606, -2.09519560184, -0.010044422807)
(-0.0564023716155, -2.10186243585, -0.0100444198682)
(0.0357158709555, -2.11044260044, -0.010044420547)
(0.121665704417, -2.11844970223, -0.0100444201482)
